"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Rubella","All cases","Age-specific rate","N/1000000","2014-09","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-09","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-09","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-10","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-11","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2014-12","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-01","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",1,"<1",1.286155430
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-02","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",1,"<1",1.286155430
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-03","UK","United Kingdom",7,"30+",0.048988100
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-04","UK","United Kingdom",7,"30+",0.024494050
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-05","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-06","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-07","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-08","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-09","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-10","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-11","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2015-12","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-01","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-02","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-03","UK","United Kingdom",7,"30+",0.024257910
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-04","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-05","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-06","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-07","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-08","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-09","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-10","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-11","UK","United Kingdom",7,"30+",0.024257910
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2016-12","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-01","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-02","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-03","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-04","UK","United Kingdom",7,"30+",0.024036420
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-05","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-06","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-07","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-08","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-09","UK","United Kingdom",7,"30+",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-10","UK","United Kingdom",7,"30+",0.024036420
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",1,"<1",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",2,"1-4",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",3,"5-9",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",4,"10-14",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",5,"15-19",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",6,"20-29",0.000000000
"Rubella","All cases","Age-specific rate","N/1000000","2017-11","UK","United Kingdom",7,"30+",0.024036420
