"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",2,"1-4",75.000000000
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",6,"20-29",25.000000000
"Measles","All cases","Distribution by age","%","2001-01","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",1,"<1",25.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",2,"1-4",50.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2001-02","UK","United Kingdom",7,"30+",25.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",2,"1-4",66.666666660
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2001-03","UK","United Kingdom",7,"30+",33.333333330
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",1,"<1",33.333333330
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",2,"1-4",33.333333330
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",6,"20-29",33.333333330
"Measles","All cases","Distribution by age","%","2001-04","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",1,"<1",16.666666660
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",2,"1-4",33.333333330
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",4,"10-14",16.666666660
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",5,"15-19",16.666666660
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2001-05","UK","United Kingdom",7,"30+",16.666666660
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",2,"1-4",50.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",3,"5-9",25.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",4,"10-14",25.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2001-06","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",2,"1-4",25.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",3,"5-9",25.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",5,"15-19",25.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2001-07","UK","United Kingdom",7,"30+",25.000000000
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",3,"5-9",33.333333330
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",5,"15-19",33.333333330
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",6,"20-29",33.333333330
"Measles","All cases","Distribution by age","%","2001-08","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",3,"5-9",42.857142850
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",6,"20-29",57.142857140
"Measles","All cases","Distribution by age","%","2001-09","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",4,"10-14",25.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",6,"20-29",25.000000000
"Measles","All cases","Distribution by age","%","2001-10","UK","United Kingdom",7,"30+",50.000000000
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",2,"1-4",14.285714280
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",3,"5-9",14.285714280
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",4,"10-14",14.285714280
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",5,"15-19",28.571428570
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",6,"20-29",28.571428570
"Measles","All cases","Distribution by age","%","2001-11","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",2,"1-4",33.333333330
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",3,"5-9",4.166666660
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",4,"10-14",4.166666660
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",5,"15-19",16.666666660
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",6,"20-29",33.333333330
"Measles","All cases","Distribution by age","%","2001-12","UK","United Kingdom",7,"30+",8.333333330
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",1,"<1",6.250000000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",2,"1-4",40.625000000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",3,"5-9",20.312500000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",4,"10-14",6.250000000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",5,"15-19",9.375000000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",6,"20-29",10.937500000
"Measles","All cases","Distribution by age","%","2002-01","UK","United Kingdom",7,"30+",6.250000000
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",1,"<1",11.904761900
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",2,"1-4",38.095238090
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",3,"5-9",14.285714280
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",4,"10-14",7.142857140
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",5,"15-19",11.904761900
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",6,"20-29",14.285714280
"Measles","All cases","Distribution by age","%","2002-02","UK","United Kingdom",7,"30+",2.380952380
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",1,"<1",26.923076920
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",2,"1-4",61.538461530
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",5,"15-19",3.846153840
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",6,"20-29",7.692307690
"Measles","All cases","Distribution by age","%","2002-03","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",1,"<1",20.000000000
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",2,"1-4",46.666666660
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",5,"15-19",6.666666660
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",6,"20-29",20.000000000
"Measles","All cases","Distribution by age","%","2002-04","UK","United Kingdom",7,"30+",6.666666660
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",1,"<1",8.333333330
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",2,"1-4",47.222222220
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",3,"5-9",22.222222220
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",4,"10-14",11.111111110
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",5,"15-19",2.777777770
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2002-05","UK","United Kingdom",7,"30+",8.333333330
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",1,"<1",14.285714280
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",2,"1-4",28.571428570
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",3,"5-9",28.571428570
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",5,"15-19",28.571428570
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2002-06","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",1,"<1",7.692307690
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",2,"1-4",23.076923070
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",4,"10-14",7.692307690
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",5,"15-19",23.076923070
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",6,"20-29",15.384615380
"Measles","All cases","Distribution by age","%","2002-07","UK","United Kingdom",7,"30+",23.076923070
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",2,"1-4",20.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",3,"5-9",20.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",4,"10-14",20.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",5,"15-19",20.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",6,"20-29",20.000000000
"Measles","All cases","Distribution by age","%","2002-08","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",1,"<1",5.263157890
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",2,"1-4",15.789473680
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",3,"5-9",42.105263150
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",4,"10-14",21.052631570
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",5,"15-19",5.263157890
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",6,"20-29",10.526315780
"Measles","All cases","Distribution by age","%","2002-09","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",1,"<1",17.948717940
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",2,"1-4",33.333333330
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",3,"5-9",12.820512820
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",4,"10-14",20.512820510
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",5,"15-19",2.564102560
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",6,"20-29",7.692307690
"Measles","All cases","Distribution by age","%","2002-10","UK","United Kingdom",7,"30+",5.128205120
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",1,"<1",10.344827580
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",2,"1-4",48.275862060
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",3,"5-9",6.896551720
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",4,"10-14",17.241379310
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",5,"15-19",3.448275860
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",6,"20-29",6.896551720
"Measles","All cases","Distribution by age","%","2002-11","UK","United Kingdom",7,"30+",6.896551720
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",1,"<1",6.250000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",2,"1-4",18.750000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",3,"5-9",50.000000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",4,"10-14",18.750000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",5,"15-19",6.250000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2002-12","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",2,"1-4",33.333333330
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",3,"5-9",20.000000000
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",4,"10-14",16.666666660
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",5,"15-19",6.666666660
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",6,"20-29",16.666666660
"Measles","All cases","Distribution by age","%","2003-01","UK","United Kingdom",7,"30+",6.666666660
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",2,"1-4",42.222222220
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",3,"5-9",26.666666660
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",4,"10-14",13.333333330
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",5,"15-19",2.222222220
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",6,"20-29",11.111111110
"Measles","All cases","Distribution by age","%","2003-02","UK","United Kingdom",7,"30+",4.444444440
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",1,"<1",14.457831320
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",2,"1-4",31.325301200
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",3,"5-9",20.481927710
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",4,"10-14",10.843373490
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",5,"15-19",4.819277100
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",6,"20-29",8.433734930
"Measles","All cases","Distribution by age","%","2003-03","UK","United Kingdom",7,"30+",9.638554210
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",1,"<1",5.882352940
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",2,"1-4",26.470588230
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",3,"5-9",29.411764700
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",4,"10-14",8.823529410
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",6,"20-29",17.647058820
"Measles","All cases","Distribution by age","%","2003-04","UK","United Kingdom",7,"30+",11.764705880
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",1,"<1",8.219178080
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",2,"1-4",27.397260270
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",3,"5-9",35.616438350
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",4,"10-14",6.849315060
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",5,"15-19",6.849315060
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",6,"20-29",6.849315060
"Measles","All cases","Distribution by age","%","2003-05","UK","United Kingdom",7,"30+",8.219178080
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",1,"<1",5.555555550
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",2,"1-4",50.000000000
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",3,"5-9",25.000000000
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",4,"10-14",5.555555550
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",5,"15-19",5.555555550
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2003-06","UK","United Kingdom",7,"30+",8.333333330
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",1,"<1",15.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",2,"1-4",15.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",3,"5-9",20.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",4,"10-14",35.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",5,"15-19",15.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2003-07","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",1,"<1",9.090909090
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",2,"1-4",27.272727270
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",3,"5-9",21.212121210
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",4,"10-14",18.181818180
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",5,"15-19",9.090909090
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",6,"20-29",12.121212120
"Measles","All cases","Distribution by age","%","2003-08","UK","United Kingdom",7,"30+",3.030303030
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",1,"<1",11.538461530
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",2,"1-4",42.307692300
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",3,"5-9",15.384615380
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",4,"10-14",15.384615380
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",6,"20-29",7.692307690
"Measles","All cases","Distribution by age","%","2003-09","UK","United Kingdom",7,"30+",7.692307690
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",1,"<1",12.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",2,"1-4",44.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",3,"5-9",20.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",4,"10-14",8.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",6,"20-29",12.000000000
"Measles","All cases","Distribution by age","%","2003-10","UK","United Kingdom",7,"30+",4.000000000
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",1,"<1",6.896551720
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",2,"1-4",31.034482750
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",3,"5-9",48.275862060
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",4,"10-14",3.448275860
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",6,"20-29",10.344827580
"Measles","All cases","Distribution by age","%","2003-11","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",1,"<1",21.052631570
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",2,"1-4",42.105263150
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",3,"5-9",10.526315780
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",6,"20-29",5.263157890
"Measles","All cases","Distribution by age","%","2003-12","UK","United Kingdom",7,"30+",21.052631570
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",1,"<1",27.272727270
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",2,"1-4",27.272727270
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",3,"5-9",9.090909090
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",6,"20-29",18.181818180
"Measles","All cases","Distribution by age","%","2004-01","UK","United Kingdom",7,"30+",18.181818180
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",1,"<1",38.461538460
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",2,"1-4",30.769230760
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",4,"10-14",15.384615380
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",5,"15-19",7.692307690
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Distribution by age","%","2004-02","UK","United Kingdom",7,"30+",7.692307690
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",1,"<1",8.695652170
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",2,"1-4",30.434782600
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",3,"5-9",17.391304340
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",4,"10-14",17.391304340
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",5,"15-19",4.347826080
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",6,"20-29",17.391304340
"Measles","All cases","Distribution by age","%","2004-03","UK","United Kingdom",7,"30+",4.347826080
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",1,"<1",15.000000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",2,"1-4",55.000000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",3,"5-9",7.500000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",4,"10-14",12.500000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",5,"15-19",2.500000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",6,"20-29",5.000000000
"Measles","All cases","Distribution by age","%","2004-04","UK","United Kingdom",7,"30+",2.500000000
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",1,"<1",2.777777770
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",2,"1-4",50.000000000
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",3,"5-9",22.222222220
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",4,"10-14",11.111111110
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",5,"15-19",2.777777770
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",6,"20-29",5.555555550
"Measles","All cases","Distribution by age","%","2004-05","UK","United Kingdom",7,"30+",5.555555550
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",1,"<1",20.588235290
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",2,"1-4",32.352941170
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",3,"5-9",20.588235290
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",4,"10-14",11.764705880
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",6,"20-29",8.823529410
"Measles","All cases","Distribution by age","%","2004-06","UK","United Kingdom",7,"30+",5.882352940
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",1,"<1",8.333333330
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",2,"1-4",37.500000000
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",3,"5-9",33.333333330
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",4,"10-14",8.333333330
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",6,"20-29",12.500000000
"Measles","All cases","Distribution by age","%","2004-07","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Distribution by age","%","2004-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Distribution by age","%","2004-08","UK","United Kingdom",2,"1-4",11.111111110
"Measles","All cases","Distribution by age","%","2004-08","UK","United Kingdom",3,"5-9",33.333333330
"Measles","All cases","Distribution by age","%","2004-08","UK","United Kingdom",4,"10-14",22.222222220
"Measles","All cases","Distribution by age","%","2004-08","UK","United Kingdom",5,"15-19",11.111111110
